,,,,,,,,Functional ,,,Toll Collection,,Electronic Toll,,,,,,Maximum,Minimum,Average,,,Average,,,,,,
New York,Prospect Mountain Veterans Memorial Highway,190,Department of Environmental  Conservation,US 9 (gate),Top of Prospect Mountain,5.90,9.50,local,Rural,,,,X,,,This is a road to the scenic view at the top of a mountain.  No trucks.  There's a lower rate for motorcycles and a higher rate for busses - even there it averages out to $10 per vehicle for the year.  These funds are deposited into the Recreation Account.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$10.00,$10.00,$1.69,,,,,,,,,
North Carolina,Triangle Expressway,193,North Carolina Turnpike Authority,"I-40/NC 147 interchange, Durham County","I-540, Wake County",12.60,20.28,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,ETC,3.4,The NCDOT will be requesting NHS designations for a section of this project currently not designated as a future NHS route.,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,,,,,,,,,,,,
Oklahoma 5/,Indian Nation Turnpike,200,OK Trnpke Auth, I-40 near Henryetta, US 70 near Hugo,105.20,169.30,Principal Arterial - Other,Rural,X,,X,,Pike Pass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$5.50,$0.75,$0.05,$22.50,$1.75,$0.21,,,,,,
Oklahoma 5/,Muskogee Turnpike,201,OK Trnpke Auth,Tulsa/Broken Arrow,I-40 near Weber Falls,53.10,85.46,Principal Arterial - Other,Rural,X,,X,,Pike Pass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.00,$0.50,$0.06,$10.50,$1.75,$0.20,,,,,,
Oklahoma 5/,Cimarron Turnpike,202,OK Trnpke Auth,I-35 East of Enid,Sand Springs,67.70,108.95,Principal Arterial - Other,Rural,X,,X,,Pike Pass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.00,$0.50,$0.04,$13.50,$2.00,$0.20,,,,,,
Oklahoma 5/,John Kilpatrick Turnpike,203,OK Trnpke Auth,I-40 between Mustang Road and Sara Road,OKC interchange of Turner Turnpike and I-35,25.30,40.72,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Pike Pass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.30,$0.50,$0.09,$9.50,$1.85,$0.38,,,,,,
Oklahoma 5/,Creek Turnpike,204,OK Trnpke Auth,I-44/SH 66 Sapulpa,US 412 - Admiral,34.40,55.36,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Pike Pass,,Creek Turnpike extends from the Turner Turnpike to Will Rogers Turnpike,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.80,$0.35,$0.08,$11.50,$1.85,$0.33,,,,,,
Oklahoma 5/,Chickasaw Turnpike,205,OK Trnpke Auth,SH 1 near Ada,SH 7 - West of Sulphur,17.30,27.84,Minor Arterial,Rural,X,,X,,Pike Pass,9.8,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.65,$0.65,$0.04,$2.50,$2.50,$0.14,,,,,,
Oklahoma 5/,Cherokee Turnpike,206,OK Trnpke Auth,US 412 at Locust Grove,US 412 - Arkansas Stateline,32.80,52.79,Principal Arterial - Other,Rural,X,,X,,Pike Pass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.50,$0.25,$0.08,$10.50,$1.75,$0.32,,,,,,
Pennsylvania,Mosey Wood Toll Road,213,Vacation Charters Limited,Lake Harmony,PA 940,2.50,4.02,local,Rural,,,X,X,,,Private,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Pennsylvania,Greensburg Bypass,214, PA Turnpike Commission,US 22 (MP G0.3),New Stanton (MP G13.4),13.10,21.08,Principal Arterial - Other,Rural,X,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.05,$1.39,$0.11,$78.80,$2.08,$0.32,,,,,,
Pennsylvania,Beaver Valley Expressway,215, PA Turnpike Commission,SR 51 (MP B31),New Castle Bypass (MP B13.7),17.30,27.84,Principal Arterial - Other,Rural,X,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.20,$2.08,$0.07,$118.35,$3.12,$0.18,,,,,,
Pennsylvania,Monvalley Expressway,216, PA Turnpike Commission,US 40 (MP M30),I-70 (MP M35.6),5.60,9.01,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.60,$1.04,$0.22,$7.30,$1.04,$0.58,,,,,,
Pennsylvania,Monvalley Expressway,216, PA Turnpike Commission,I-68 (MP M0),PA Rt 43 (MP M7.8),7.80,12.55,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.60,$1.04,$0.16,$7.30,$1.04,$0.47,,,,,,
Pennsylvania,Monvalley Expressway,216, PA Turnpike Commission,I-70 (MP M35.6),PA Rt 51 (MP M53.5),17.90,28.81,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.05,$1.39,$0.07,$9.70,$1.39,$0.17,,,,,,
Pennsylvania,Toll Road 576 (Southern Beltway) Findlay Connector,311, PA Turnpike Commission,Pittsburgh International Airport - I376 and PA60 (MP S1) ,US Route 22 (MP S6),6.50,10.46,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.75,$0.63,$0.11,$3.75,$0.63,$0.33,,,,,,
Pennsylvania,Mon-Fayette Expressway: Uniontown to Brownsville,217, PA Turnpike Commission,US 119 (MP M14),US 40 (MP M30),16.50,26.55,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,E-ZPass,,Rates also vary by Cash or EZPass payment,None (not a Federal-aid toll facility),,$2.05,$1.39,$0.09,$9.70,$1.39,$0.25,,,,,,
Puerto Rico,Rafael Martínez Nadal Expressway (PR-20),294,Puerto Rico Highway and Transportation Authority,PR-1 (Guaynabo),PR-199 Access (Guaynabo),1.60,2.57,Principal Arterial - Other Freeways and Expressways,Urban,X,N,,,Radio Frecuency ID (Auto Expresso),,"Guaynabo Toll Plaza. Auto Expresso Laneas: 11,12,13,15",None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.75,$0.75,$0.47,$2.75,$0.75,$0.34,,,,,,
Puerto Rico,Expreso Rio Hondo (PR-5),295,Metropistas,PR-199,PR-174,2.02,3.25,Principal Arterial - Other Freeways and Expressways,Urban,X,N,,,Radio Frequency ID (Auto Expreso) 2 lanes,,"Bayamón Toll Plaza. Lanes 1,4,5,6",None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.50,$0.50,$0.25,$3.50,$0.50,$0.99,,,,,,
South Carolina,Cross Island Parkway (US 278),221,South Carolina Deptartment of Transportation,US 278 Business,Palmetto Bay Road,7.50,12.07,Principal Arterial - Other,Rural,X,,X,,Palmetto Pass (transponder),,Truck toll fee is dependent on the number of axles.  It is either $1.25 for first two axles or $0.75 if they utilize the Palmetto Pass and $1.00 for each additional axle.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.25,$0.75,$0.14,$4.25,$1.75,$0.40,,,,,,
Texas,Dallas North Tollway,247,North TX Tollway Authority (NTTA),IH-35E,US 380,30.09,48.43,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$7.70,$5.13,$0.17,$15.40,$10.27,$0.34,,,,,,
Texas,Sam Houston Tollway - East,248,Harris County Toll Road Authority,SH 3,SH 225,7.00,11.27,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,,$8.75,$3.50,,,,,,,
Texas,Sam Houston Tollway - West,248,Harris County Toll Road Authority,US 59 S,IH 45 N,26.00,41.84,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,,$8.75,$3.50,,,,,,,
Texas,Sam Houston Tollway - SW Belt,248,Harris County Toll Road Authority,US 59 S,SH 288,11.00,17.70,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,,$8.75,$3.50,,,,,,,
Texas,Sam Houston Tollway - SE Belt,248,Harris County Toll Road Authority,SH 288,IH 45 S,10.00,16.10,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,,$8.75,$3.50,,,,,,,
Texas,Hardy Toll Road,252,Harris County Toll Road Authority,IH 45 N,IH 610 N,21.00,33.80,Principal Arterial - Other,Urban,X,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,,$8.75,$3.50,,,,,,,
Texas,Westpark Tollway,253,Harris County Toll Road Authority,IH 610 W,Fort Bend County Line,13.00,20.95,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,EZ Tag only facility. Does not include Fort Bend County's portion.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.45,$1.45,,$8.75,$3.50,,,,,,,
Texas,President George Bush Turnpike,254,North TX Tollway Authority (NTTA),Belt Line Road,SH 78,29.73,47.85,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$7.61,$5.07,$0.17,$15.22,$10.14,$0.34,,,,,,
Texas,President George Bush Turnpike - Western Extension,254,North TX Tollway Authority (NTTA),SH 183,IH 20,11.84,19.05,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI) & video enforcement,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.03,$2.02,$0.17,$6.06,$4.04,$0.34,,,,,,
Texas,President George Bush Turnpike-Eastern Extension,254,North TX Tollway Authority(NTTA),SH 78,IH 30,9.92,15.97,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI) & video enforcement,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.54,$1.68,$0.17,$5.08,$3.38,$0.34,,,,,,
Texas,Camino Colombia,255,Texas Department of Transportation,IH 35,Colombia Solidarity Bridge,22.50,36.21,Principal Arterial - Other Freeways and Expressways,Rural,X,,X,,Automatic Vehicle ID (AVI),,"Implemented all-electronic toll collection on Dec.1, 2008",Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.99,$3.00,$0.09,$19.95,$9.00,$0.36,,,,,,
Texas,183-A,256,Central Texas Regional Mobility Authority,SH45,South of US 183 in Leander,10.20,16.42,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,All Electronic Tolling (with Video Tolling),,"Implemented all-electronic toll collection on Dec.1, 2008",Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.95,$0.39,$0.09,$19.75,$0.78,$0.27,,,,,,
Texas,Fort Bend Parkway Extension,257,Harris County Toll Road Authority,Sam Houston Tollway Southwest,US 90A,2.00,3.22,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,Does not include Fort Bend County's portion.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$1.45,$0.63,$8.75,$3.50,$2.69,,,,,,
Texas 5/,SH 45,258,Texas Department of Transportation,Ridgeline Blvd,SH 130,13.20,21.24,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,,"Implemented all-electronic toll collection on Dec.1, 2008",Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.41,$0.70,$0.17,$7.05,$1.40,$0.48,,,,,,
Texas 5/,SH 45 SE,259,Texas Department of Transportation,US 183,IH 35,10.00,16.09,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,,"Implemented all-electronic toll collection on Jan 1, 2013",Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.38,$0.68,$0.15,$4.15,$1.36,$0.53,,,,,,
Texas,SH 130,260,Texas Department of Transportation,IH35 N or Georgetown,US 183 S of ABIA,49.00,78.86,Principal Arterial - Other Freeways and Expressways,Rural,X,,X,,All Electronic AVI with pay by mail video tolling,,"Implemented all-electronic toll collection on Jan 1, 2013",Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.33,$0.47,$0.14,$6.98,$0.94,$0.42,,,,,,
Texas,Loop 49,261,Northeast Texas Regional Mobility Authority (NETRMA),I-20,Sh 110 (near Whitehouse),25.56,41.15,Principal Arterial - Other Freeways and Expressways,Rural,X,,X,,All Electronic AVI with pay by mail video tolling,,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$5.26,$3.96,$0.17,$21.04,$15.84,$0.75,,,,,,
Texas,Sam Rayburn Tollway,262,North TX Tollway Authority (NTTA),Denton Tap,US 75,25.46,40.97,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,1.93,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$6.52,$4.34,$0.17,$13.03,$8.69,$0.34,,,,,,
Texas 5/,Loop 1,263,Texas Department of Transportation,Parmer Lane,SH 45,3.50,5.63,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,,All electronic collection began 01 Jan 2013.,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.41,$0.70,$0.26,$2.82,$1.40,$0.78,,,,,,
Texas,Hardy Airport Connector,252,Harris County Toll Road Authority,Hardy Tollroad,JFK Blvd,3.00,4.83,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.25,$1.15,$0.53,$6.25,$2.75,$2.60,,,,,,
Texas,Westpark Tollway - Fort Bend County,253,Fort Bend County Toll Road Authority,FM 1464,GP 99,6.00,9.66,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.60,$1.30,$0.21,$6.80,$6.50,$1.08,,,,,,
Texas,Fort Bend Parkway Extension - Fort Bend County,257,Fort Bend County Toll Road Authority,BW 8,Sienna Parkway,6.20,9.98,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.40,$1.80,$0.23,$9.60,$9.00,$1.45,,,,,,
Texas,SH99 (Grand Parkway) -  Segment D,324,Fort Bend Grand Parkway Toll Road Authority,US 59,IH 10,13.00,20.92,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI),,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.50,$2.45,$0.20,$13.30,$12.25,$1.02,,,,,,
Texas,Chisholm Trail Parkway,321,North TX Tollway Authority (NTTA),IH 30,US 67,28.60,46.03,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,Automatic Vehicle ID (AVI) & video enforcement,,Open to traffic June 2014.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$7.32,$4.88,$0.17,$14.64,$9.76,$0.34,,,,,,
Texas,Sam Houston Tollway- NE,248,Harris County Toll Road Authority,Wallisville Road,Old Humble Road,13.00,20.92,Principal Arterial - Other ,Rural/Urban,X,,X,,Automatic Vehicle ID (AVI),,EZ Tag only facility. ,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.45,$0.50,$0.08,$8.75,$3.50,$0.38,,,,,,
Texas,DFW Connector,323,Texas Department of Transportation,SH 121/SH 114,DFW International Airport,4.00,6.40,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,,In Operation,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$6.56,$0.70,,$17.25,$1.40,,,,,,,
Texas,SH99 (Grand Parkway) - Segment I-2,324,Texas Department of Transportation,IH 10,FM 1405 (Fisher Road),6.60,10.62,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,,All electronic collection,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.25,$0.54,$0.18,$6.25,$1.08,,,,,,,
Texas,SH99 (Grand Parkway) - Segment E,324,Texas Department of Transportation,IH 10,US 290,15.20,24.46,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,,In Operation,Section 129 (General Toll Progam),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$1.94,$0.43,$0.18,$9.70,$0.86,,,,,,,
Texas,"SH99 (Grand Parkway) - Segments F-1, F-2, and G",324,Texas Department of Transportation,US 290,US 59,38.00,60.86,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) & video enforcement,,Under Construction,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.71,$0.43,$0.18,$8.55,$0.86,,,,,,,
Texas,SH 130 Seg 5/6,260,Texas Department of Transportation,US 183 S of ABIA,IH 10,41.00,65.98,Principal Arterial - Other Freeways and Expressways,Rural,X,,X,,All Electronic AVI with pay by mail video tolling,,In Operation,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$6.98,$0.83,$0.17,$27.25,$3.31,$0.66,,,,,,
Texas,Loop 375 (Cesar Chavez Managed Lanes),328,Camino Real Regional Mobility Authority,US 54,Zaragosa Road,8.90,14.32,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,,Managed lanes.  No commercial traffic allowed.,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$1.80,$0.40,$0.10,,,,,,,,,
Texas,SH 550,330,Cameron County Regional Mobility Authority,0.5 mi. east of FM 1847,SH 48,7.10,11.45,Principal Arterial - Other,Urban,X,,X,,All Electronic AVI with pay by mail video tolling,2.2,All electronic collection.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.67,$0.50,$0.17,$2.66,$2.50,$0.73,,,,,,
Texas ,Manor Expressway,331,Central Texas Regional Mobility Authority,US 183,Parmer Lane,6.20,9.98,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,All Electronic Tolling (with Video Tolling),,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.88,$0.54,$0.10,$14.40,$1.08,$0.28,,,,,,
Texas,US 59 (Southwest Freeway) HOV/HOT lane,343,Metropolitan Transit Authority of Harris County,Smith Street on Spur 527,W. Airport,14.30,23.00,Principal Arterial - Other Freeways and Expressways,Urban,,Reversible,,,"EZ Tag, METRO Toll Tag",,Conversion of HOV lane to allow SOV at certain times.,Section 166 (HOV/HOT lanes),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$6.50,$1.00,,Not Allowed,Not Allowed,Not Allowed,,,,,,
Texas,US 59 (Eastex Freeway) HOV/HOT lane,344,Metropolitan Transit Authority of Harris County,Frankllin,Loop 494,20.20,32.50,Principal Arterial - Other Freeways and Expressways,Urban,,Reversible,,,"EZ Tag, METRO Toll Tag",,Conversion of HOV lane to allow SOV at certain times.,Section 166 (HOV/HOT lanes),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$4.50,$1.00,,Not Allowed,Not Allowed,Not Allowed,,,,,,
Texas,US 290 (Northwest Freeway) HOV/HOT lane,345,Metropolitan Transit Authority of Harris County,Northwest Transit Center,East of FM 1960,13.50,21.72,Principal Arterial - Other Freeways and Expressways,Urban,,Reversible,,,"EZ Tag, METRO Toll Tag",,Conversion of HOV lane to allow SOV at certain times.,Section 166 (HOV/HOT lanes),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$7.00,$1.00,,Not Allowed,Not Allowed,Not Allowed,,,,,,
Utah,Adams Avenue Parkway,268,Adams Avenue Parkway,I-84 (Exit 85),5900 South,1.00,1.61,Minor Arterial,Urban,,,X,X,,,Private $1.00 for the typical 2-axle vehicle.  $.50 for each additional axle,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,,$1.00,,,$1.50,,,,,,,
Vermont,Equinox Sky Line Drive,269,Dr. Joe G. Davidson; Manchester,SR 7A - Sunderland,Mt. Equinox,5.40,8.69,local,Rural,,N,,X,,,Private,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Vermont,Mt. Mansfield Toll Road,270,"Mt. Mansfield Co, Inc.",SR 108,Mt. Mansfield,4.50,7.24,local,Rural,,N,,X,,,Private,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Vermont,Burke Mountain Toll Road,271,"Burke Mtn Recreation, Inc.",TH 7,Burke Mtn,2.00,3.22,local,Rural,,S,,X,,,Private,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Virginia,Powhite Parkway Extension (SR 76),276,Virginia Department of Transportation,Chippenham Parkway,Route 288,9.44,15.19,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) - E-ZPass,0.79,The minimum passenger vehicle toll is based on exiting the facility prior to the main line plaza.  The minimum truck toll fee is based on a three-axle vehicle while the maximum is based on a six-axle vehicle.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.75,$0.25,,$1.50,$1.00,,,,,,,
Virginia,Powhite Parkway (SR 76),276,Richmond Metropolitan Authority,Chippenham Parkway (Route 150),Interstate 195,3.26,5.25,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) - E-ZPass,,The maximum truck toll is based on a five-axle vehicle; a four-axle vehicle would be $ .90 and a three-axle vehicle would be $ .80.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.70,$0.70,,$1.00,$0.80,,,,,,,
Virginia,Downtown Expressway (SR 195),277,Richmond Metropolitan Authority,Interstate 95,Meadow Street,2.20,3.54,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) - E-ZPass,,The maximum truck toll is based on a five-axle vehicle; a four-axle vehicle would be $ .90 and a three-axle vehicle would be $ .80.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.70,$0.70,,$1.00,$0.80,,,,,,,
Virginia,Washington-Dulles Access and Toll Road/Route 267 (Hirst-Brault Expressway),279,Virginia Department of Transportation,Interstate 66,Route 28 (Dulles International Airport),13.43,21.61,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,Automatic Vehicle ID (AVI) - E-ZPass,,The minimum passenger vehicle toll is based on exiting the facility prior to the main line plaza.  The minimum truck toll fee is based on a three-axle vehicle on the main line; each additional axle is $1.25 up to $8.75.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.50,$1.00,,$8.75,$5.00,,,,,,,
Virginia,Dulles Greenway (Hirst-Brault Expressway),280,Toll Road Investors Partnership II (TRIP II),Route 7 & Route 15 Bypass at Leesburg,ECL Leesburg,0.69,1.11,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,,0.69,Non-toll Section,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Virginia,Dulles Greenway (Hirst-Brault Expressway),280,Toll Road Investors Partnership II (TRIP II),ECL Leesburg,Route 659 - Belmont Ridge Road,4.79,7.71,Principal Arterial - Other,Rural,,,X,,Automatic Vehicle ID (AVI) - E-ZPass,,The toll is less at certain exits for those with E-ZPass.  The toll is more during rush hour (congestion management toll).  Maximum passenger toll based on last exit on this section during rush hour  without E-ZPass; minimum based on first exit during non-rush hour with E-ZPass.  Maximum truck toll based on a six-axle vehicle at last exit during rush hour without E-ZPass; the minimum truck toll based on a three-axle vehicle at the first exit during non-rush hour with E-ZPass.,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$4.50,$2.70,,$15.85,$5.45,,,,,,,
